bank_name,city,item_name,category,quantity,unit,received_date,shelf_life_days,expiration_date,days_left,avg_daily_demand,supply_status
Food Bank of Contra Costa and Solano,Concord,Canned beans,canned,166,cans,2026-03-11,730,2028-03-10,728,72,balanced
Yolo Food Bank,Woodland,Spaghetti,dry,195,boxes,2026-02-25,730,2028-02-25,714,66,balanced
Second Harvest Food Bank of Orange County,Irvine,Brown rice,dry,64,bags,2026-03-09,365,2027-03-09,361,118,shortage
Second Harvest Food Bank of Orange County,Irvine,Ground turkey frozen,protein,180,packs,2026-03-03,180,2026-08-30,170,77,balanced
Alameda County Community Food Bank,Oakland,Cheese blocks,dairy,213,blocks,2026-02-27,30,2026-03-29,16,103,balanced
Sacramento Food Bank & Family Services,Sacramento,Rice 5lb bag,dry,107,bags,2026-03-11,730,2028-03-10,728,39,balanced
Feeding San Diego,San Diego,Canned salmon,canned,38,cans,2026-02-24,730,2028-02-24,713,66,shortage
San Francisco-Marin Food Bank,San Francisco,Lettuce,produce,350,heads,2026-02-18,10,2026-02-28,-13,82,surplus
Feeding San Diego,San Diego,Yogurt cups,dairy,337,cups,2026-03-12,21,2026-04-02,20,89,surplus
San Francisco-Marin Food Bank,San Francisco,Ground turkey frozen,protein,311,packs,2026-02-21,180,2026-08-20,160,118,balanced
Alameda County Community Food Bank,Oakland,Frozen berries,protein,128,bags,2026-02-25,365,2027-02-25,349,23,surplus
Central California Food Bank,Fresno,Bananas,produce,171,lbs,2026-03-05,7,2026-03-12,-1,20,surplus
Los Angeles Regional Food Bank,Los Angeles,Lettuce,produce,29,heads,2026-02-17,10,2026-02-27,-14,59,shortage
San Francisco-Marin Food Bank,San Francisco,Ground turkey frozen,protein,255,packs,2026-03-08,180,2026-09-04,175,98,balanced
Feeding San Diego,San Diego,Frozen berries,protein,191,bags,2026-02-19,365,2027-02-19,343,20,surplus
Alameda County Community Food Bank,Oakland,Canned black beans,canned,336,cans,2026-03-09,730,2028-03-08,726,106,surplus
Second Harvest Food Bank of Orange County,Irvine,Macaroni,dry,47,boxes,2026-02-16,730,2028-02-16,705,67,shortage
Yolo Food Bank,Woodland,Almond butter,dry,117,jars,2026-02-28,365,2027-02-28,352,45,balanced
Feeding San Diego,San Diego,Apples,produce,255,lbs,2026-03-12,21,2026-04-02,20,21,surplus
Los Angeles Regional Food Bank,Los Angeles,Almond butter,dry,111,jars,2026-03-09,365,2027-03-09,361,103,balanced
Los Angeles Regional Food Bank,Los Angeles,Canned corn,canned,185,cans,2026-03-03,730,2028-03-02,720,43,surplus
Yolo Food Bank,Woodland,Chicken breast frozen,protein,54,packs,2026-03-12,180,2026-09-08,179,93,shortage
Feeding San Diego,San Diego,Peanut butter,dry,368,jars,2026-02-19,365,2027-02-19,343,49,surplus
Yolo Food Bank,Woodland,Tomatoes,produce,165,lbs,2026-03-06,10,2026-03-16,3,115,balanced
Feeding San Diego,San Diego,Macaroni,dry,167,boxes,2026-02-16,730,2028-02-16,705,118,balanced
Feeding San Diego,San Diego,Canned corn,canned,247,cans,2026-03-13,730,2028-03-12,730,30,surplus
Food Bank of Contra Costa and Solano,Concord,Canned green beans,canned,178,cans,2026-03-08,730,2028-03-07,725,90,balanced
Central California Food Bank,Fresno,Onions,produce,182,lbs,2026-02-22,30,2026-03-24,11,51,surplus
Second Harvest Food Bank of Orange County,Irvine,Spinach,produce,277,bags,2026-03-02,7,2026-03-09,-4,52,surplus
Feeding San Diego,San Diego,Apples,produce,36,lbs,2026-03-07,21,2026-03-28,15,44,shortage
Sacramento Food Bank & Family Services,Sacramento,Canned carrots,canned,84,cans,2026-02-16,730,2028-02-16,705,101,shortage
Central California Food Bank,Fresno,Frozen berries,protein,13,bags,2026-03-08,365,2027-03-08,360,37,shortage
Yolo Food Bank,Woodland,Almond butter,dry,309,jars,2026-03-10,365,2027-03-10,362,24,surplus
Los Angeles Regional Food Bank,Los Angeles,Apples,produce,307,lbs,2026-02-20,21,2026-03-13,0,95,surplus
Yolo Food Bank,Woodland,Broccoli,produce,393,lbs,2026-03-11,7,2026-03-18,5,101,surplus
Food Bank of Contra Costa and Solano,Concord,Canned salmon,canned,278,cans,2026-02-26,730,2028-02-26,715,27,surplus
Feeding San Diego,San Diego,Broccoli,produce,38,lbs,2026-02-23,7,2026-03-02,-11,38,balanced
Second Harvest of Silicon Valley,San Jose,Potatoes,produce,396,lbs,2026-02-17,30,2026-03-19,6,20,surplus
Sacramento Food Bank & Family Services,Sacramento,Chicken breast frozen,protein,103,packs,2026-03-07,180,2026-09-03,174,74,balanced
Second Harvest of Silicon Valley,San Jose,Canned carrots,canned,101,cans,2026-02-25,730,2028-02-25,714,58,balanced
Second Harvest Food Bank of Orange County,Irvine,Canned chickpeas,canned,146,cans,2026-02-26,730,2028-02-26,715,86,balanced
Food Bank of Contra Costa and Solano,Concord,Frozen berries,protein,304,bags,2026-03-13,365,2027-03-13,365,112,balanced
Second Harvest of Silicon Valley,San Jose,Canned chickpeas,canned,55,cans,2026-02-20,730,2028-02-20,709,99,shortage
Second Harvest Food Bank of Orange County,Irvine,Canned green beans,canned,77,cans,2026-02-23,730,2028-02-23,712,68,balanced
Yolo Food Bank,Woodland,Carrots fresh,produce,75,lbs,2026-03-06,21,2026-03-27,14,21,surplus
Yolo Food Bank,Woodland,Canned beans,canned,82,cans,2026-02-19,730,2028-02-19,708,64,balanced
Alameda County Community Food Bank,Oakland,Canned salmon,canned,285,cans,2026-02-25,730,2028-02-25,714,90,surplus
Second Harvest Food Bank of Orange County,Irvine,Avocados,produce,269,units,2026-03-11,7,2026-03-18,5,99,balanced
Second Harvest Food Bank of Orange County,Irvine,Avocados,produce,309,units,2026-02-16,7,2026-02-23,-18,28,surplus
Central California Food Bank,Fresno,Ground turkey frozen,protein,325,packs,2026-02-19,180,2026-08-18,158,39,surplus
Central California Food Bank,Fresno,Canned chickpeas,canned,391,cans,2026-02-23,730,2028-02-23,712,26,surplus
San Francisco-Marin Food Bank,San Francisco,Frozen berries,protein,58,bags,2026-03-04,365,2027-03-04,356,116,shortage
Second Harvest Food Bank of Orange County,Irvine,Canned carrots,canned,293,cans,2026-03-02,730,2028-03-01,719,29,surplus
Second Harvest of Silicon Valley,San Jose,Canned chickpeas,canned,322,cans,2026-03-07,730,2028-03-06,724,101,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned green beans,canned,54,cans,2026-02-20,730,2028-02-20,709,98,shortage
Second Harvest of Silicon Valley,San Jose,Avocados,produce,97,units,2026-02-17,7,2026-02-24,-17,23,surplus
Feeding San Diego,San Diego,Canned tomatoes,canned,28,cans,2026-03-12,730,2028-03-11,729,96,shortage
Yolo Food Bank,Woodland,Canned green beans,canned,132,cans,2026-02-25,730,2028-02-25,714,105,balanced
Food Bank of Contra Costa and Solano,Concord,Milk gallons,dairy,239,gallons,2026-02-22,10,2026-03-04,-9,80,balanced
Feeding San Diego,San Diego,Frozen berries,protein,21,bags,2026-03-07,365,2027-03-07,359,102,shortage
Food Bank of Contra Costa and Solano,Concord,Cheese blocks,dairy,62,blocks,2026-03-07,30,2026-04-06,24,54,balanced
Feeding San Diego,San Diego,Almond butter,dry,42,jars,2026-03-12,365,2027-03-12,364,61,shortage
Feeding San Diego,San Diego,Frozen vegetables mix,protein,109,bags,2026-03-04,365,2027-03-04,356,92,balanced
Alameda County Community Food Bank,Oakland,Canned salmon,canned,153,cans,2026-03-03,730,2028-03-02,720,93,balanced
Food Bank of Contra Costa and Solano,Concord,Canned carrots,canned,260,cans,2026-02-28,730,2028-02-28,717,61,surplus
Feeding San Diego,San Diego,Canned peas,canned,108,cans,2026-03-06,730,2028-03-05,723,101,balanced
Alameda County Community Food Bank,Oakland,Canned beans,canned,337,cans,2026-02-18,730,2028-02-18,707,67,surplus
Food Bank of Contra Costa and Solano,Concord,Tomatoes,produce,14,lbs,2026-02-17,10,2026-02-27,-14,71,shortage
San Francisco-Marin Food Bank,San Francisco,Bell peppers,produce,75,lbs,2026-03-03,10,2026-03-13,0,84,shortage
Feeding San Diego,San Diego,Canned carrots,canned,48,cans,2026-03-07,730,2028-03-06,724,66,shortage
Central California Food Bank,Fresno,Frozen vegetables mix,protein,220,bags,2026-02-18,365,2027-02-18,342,34,surplus
Second Harvest Food Bank of Orange County,Irvine,Butter,dairy,350,packs,2026-03-01,60,2026-04-30,48,115,surplus
Yolo Food Bank,Woodland,Avocados,produce,262,units,2026-02-25,7,2026-03-04,-9,114,balanced
Central California Food Bank,Fresno,Canned soup,canned,239,cans,2026-02-16,540,2027-08-10,515,92,balanced
Central California Food Bank,Fresno,Spinach,produce,252,bags,2026-03-11,7,2026-03-18,5,92,balanced
Yolo Food Bank,Woodland,Broccoli,produce,269,lbs,2026-03-12,7,2026-03-19,6,120,balanced
Central California Food Bank,Fresno,Canned carrots,canned,98,cans,2026-02-25,730,2028-02-25,714,80,balanced
Second Harvest Food Bank of Orange County,Irvine,Canned tomatoes,canned,280,cans,2026-03-07,730,2028-03-06,724,32,surplus
Food Bank of Contra Costa and Solano,Concord,Cheese blocks,dairy,272,blocks,2026-03-13,30,2026-04-12,30,25,surplus
Second Harvest of Silicon Valley,San Jose,Canned green beans,canned,118,cans,2026-02-25,730,2028-02-25,714,24,surplus
Los Angeles Regional Food Bank,Los Angeles,Apples,produce,356,lbs,2026-03-03,21,2026-03-24,11,101,surplus
Central California Food Bank,Fresno,Peanut butter,dry,295,jars,2026-03-10,365,2027-03-10,362,26,surplus
Food Bank of Contra Costa and Solano,Concord,Almond butter,dry,164,jars,2026-02-23,365,2027-02-23,347,59,balanced
Central California Food Bank,Fresno,Pasta,dry,79,boxes,2026-02-26,730,2028-02-26,715,29,balanced
Yolo Food Bank,Woodland,Sugar,dry,79,bags,2026-03-09,730,2028-03-08,726,91,shortage
Central California Food Bank,Fresno,Almond butter,dry,195,jars,2026-03-09,365,2027-03-09,361,51,surplus
Second Harvest of Silicon Valley,San Jose,Egg cartons,dairy,283,cartons,2026-03-09,21,2026-03-30,17,74,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned peas,canned,187,cans,2026-03-08,730,2028-03-07,725,96,balanced
San Francisco-Marin Food Bank,San Francisco,Canned tomatoes,canned,101,cans,2026-03-02,730,2028-03-01,719,90,balanced
Los Angeles Regional Food Bank,Los Angeles,Canned soup,canned,249,cans,2026-03-06,540,2027-08-28,533,81,surplus
Central California Food Bank,Fresno,Avocados,produce,78,units,2026-03-01,7,2026-03-08,-5,95,shortage
Yolo Food Bank,Woodland,Sugar,dry,89,bags,2026-02-26,730,2028-02-26,715,37,balanced
Yolo Food Bank,Woodland,Canned soup,canned,165,cans,2026-02-17,540,2027-08-11,516,66,balanced
Feeding San Diego,San Diego,Broccoli,produce,353,lbs,2026-02-21,7,2026-02-28,-13,47,surplus
Second Harvest of Silicon Valley,San Jose,Yogurt cups,dairy,259,cups,2026-03-09,21,2026-03-30,17,65,surplus
Central California Food Bank,Fresno,Flour,dry,163,bags,2026-03-13,365,2027-03-13,365,72,balanced
Central California Food Bank,Fresno,Peanut butter,dry,282,jars,2026-03-11,365,2027-03-11,363,48,surplus
Second Harvest of Silicon Valley,San Jose,Spinach,produce,134,bags,2026-03-13,7,2026-03-20,7,79,balanced
Central California Food Bank,Fresno,Oranges,produce,364,lbs,2026-03-13,14,2026-03-27,14,95,surplus
Second Harvest of Silicon Valley,San Jose,Canned salmon,canned,74,cans,2026-03-10,730,2028-03-09,727,93,shortage
Sacramento Food Bank & Family Services,Sacramento,Pasta,dry,250,boxes,2026-02-22,730,2028-02-22,711,20,surplus
Yolo Food Bank,Woodland,Broccoli,produce,205,lbs,2026-02-17,7,2026-02-24,-17,25,surplus
Second Harvest of Silicon Valley,San Jose,Cheese blocks,dairy,314,blocks,2026-03-01,30,2026-03-31,18,108,balanced
Food Bank of Contra Costa and Solano,Concord,Cereal,dry,247,boxes,2026-02-24,180,2026-08-23,163,46,surplus
Alameda County Community Food Bank,Oakland,Flour,dry,331,bags,2026-03-08,365,2027-03-08,360,114,balanced
Alameda County Community Food Bank,Oakland,Bananas,produce,257,lbs,2026-02-21,7,2026-02-28,-13,66,surplus
Los Angeles Regional Food Bank,Los Angeles,Pasta,dry,79,boxes,2026-03-09,730,2028-03-08,726,60,balanced
Alameda County Community Food Bank,Oakland,Canned salmon,canned,121,cans,2026-03-10,730,2028-03-09,727,66,balanced
Los Angeles Regional Food Bank,Los Angeles,Lentils,dry,260,bags,2026-03-13,730,2028-03-12,730,63,surplus
Yolo Food Bank,Woodland,Oatmeal,dry,244,boxes,2026-02-22,365,2027-02-22,346,110,balanced
Yolo Food Bank,Woodland,Bananas,produce,394,lbs,2026-02-18,7,2026-02-25,-16,115,surplus
San Francisco-Marin Food Bank,San Francisco,Milk gallons,dairy,176,gallons,2026-02-28,10,2026-03-10,-3,40,surplus
Food Bank of Contra Costa and Solano,Concord,Canned beans,canned,248,cans,2026-03-12,730,2028-03-11,729,38,surplus
Yolo Food Bank,Woodland,Frozen vegetables mix,protein,294,bags,2026-03-07,365,2027-03-07,359,92,surplus
Second Harvest of Silicon Valley,San Jose,Spinach,produce,33,bags,2026-02-20,7,2026-02-27,-14,66,shortage
Los Angeles Regional Food Bank,Los Angeles,Canned green beans,canned,80,cans,2026-03-10,730,2028-03-09,727,66,balanced
Alameda County Community Food Bank,Oakland,Pasta,dry,367,boxes,2026-03-13,730,2028-03-12,730,88,surplus
Yolo Food Bank,Woodland,Canned soup,canned,397,cans,2026-02-27,540,2027-08-21,526,42,surplus
Second Harvest of Silicon Valley,San Jose,Frozen berries,protein,124,bags,2026-02-18,365,2027-02-18,342,24,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned salmon,canned,289,cans,2026-03-05,730,2028-03-04,722,85,surplus
Alameda County Community Food Bank,Oakland,Cheese blocks,dairy,132,blocks,2026-03-07,30,2026-04-06,24,101,balanced
Second Harvest of Silicon Valley,San Jose,Brown rice,dry,393,bags,2026-02-17,365,2027-02-17,341,47,surplus
Sacramento Food Bank & Family Services,Sacramento,Avocados,produce,332,units,2026-02-20,7,2026-02-27,-14,33,surplus
San Francisco-Marin Food Bank,San Francisco,Tomatoes,produce,98,lbs,2026-03-07,10,2026-03-17,4,67,balanced
Yolo Food Bank,Woodland,Milk gallons,dairy,50,gallons,2026-03-02,10,2026-03-12,-1,51,shortage
Central California Food Bank,Fresno,Canned chickpeas,canned,238,cans,2026-02-25,730,2028-02-25,714,118,balanced
Sacramento Food Bank & Family Services,Sacramento,Cereal,dry,156,boxes,2026-02-21,180,2026-08-20,160,101,balanced
Los Angeles Regional Food Bank,Los Angeles,Oatmeal,dry,313,boxes,2026-02-28,365,2027-02-28,352,58,surplus
Yolo Food Bank,Woodland,Macaroni,dry,313,boxes,2026-03-01,730,2028-02-29,718,50,surplus
Los Angeles Regional Food Bank,Los Angeles,Brown rice,dry,196,bags,2026-03-01,365,2027-03-01,353,31,surplus
Central California Food Bank,Fresno,Peanut butter,dry,355,jars,2026-03-10,365,2027-03-10,362,75,surplus
Los Angeles Regional Food Bank,Los Angeles,Spaghetti,dry,33,boxes,2026-03-03,730,2028-03-02,720,116,shortage
Second Harvest Food Bank of Orange County,Irvine,Avocados,produce,206,units,2026-02-21,7,2026-02-28,-13,96,balanced
Yolo Food Bank,Woodland,Spaghetti,dry,280,boxes,2026-02-16,730,2028-02-16,705,37,surplus
Alameda County Community Food Bank,Oakland,Canned soup,canned,397,cans,2026-02-25,540,2027-08-19,524,69,surplus
Feeding San Diego,San Diego,Sugar,dry,286,bags,2026-03-12,730,2028-03-11,729,42,surplus
San Francisco-Marin Food Bank,San Francisco,Peanut butter,dry,230,jars,2026-03-02,365,2027-03-02,354,55,surplus
Los Angeles Regional Food Bank,Los Angeles,Pasta,dry,60,boxes,2026-02-19,730,2028-02-19,708,104,shortage
Central California Food Bank,Fresno,Canned chickpeas,canned,299,cans,2026-02-28,730,2028-02-28,717,30,surplus
Feeding San Diego,San Diego,Milk gallons,dairy,396,gallons,2026-03-02,10,2026-03-12,-1,44,surplus
Feeding San Diego,San Diego,Frozen vegetables mix,protein,237,bags,2026-03-02,365,2027-03-02,354,103,balanced
Feeding San Diego,San Diego,Canned beans,canned,300,cans,2026-03-09,730,2028-03-08,726,104,balanced
Feeding San Diego,San Diego,Canned beans,canned,112,cans,2026-03-09,730,2028-03-08,726,68,balanced
San Francisco-Marin Food Bank,San Francisco,Almond butter,dry,120,jars,2026-03-08,365,2027-03-08,360,99,balanced
Second Harvest of Silicon Valley,San Jose,Canned chickpeas,canned,322,cans,2026-03-05,730,2028-03-04,722,107,surplus
Feeding San Diego,San Diego,Onions,produce,303,lbs,2026-02-18,30,2026-03-20,7,76,surplus
Feeding San Diego,San Diego,Broccoli,produce,46,lbs,2026-02-24,7,2026-03-03,-10,63,shortage
Alameda County Community Food Bank,Oakland,Canned corn,canned,139,cans,2026-02-19,730,2028-02-19,708,102,balanced
Second Harvest of Silicon Valley,San Jose,Bell peppers,produce,331,lbs,2026-02-24,10,2026-03-06,-7,48,surplus
Second Harvest Food Bank of Orange County,Irvine,Spinach,produce,385,bags,2026-02-28,7,2026-03-07,-6,106,surplus
Second Harvest Food Bank of Orange County,Irvine,Canned carrots,canned,391,cans,2026-02-18,730,2028-02-18,707,91,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned beans,canned,261,cans,2026-03-01,730,2028-02-29,718,27,surplus
Alameda County Community Food Bank,Oakland,Spinach,produce,247,bags,2026-02-25,7,2026-03-04,-9,31,surplus
Second Harvest of Silicon Valley,San Jose,Lettuce,produce,182,heads,2026-02-27,10,2026-03-09,-4,62,balanced
Feeding San Diego,San Diego,Rice 5lb bag,dry,29,bags,2026-02-25,730,2028-02-25,714,23,balanced
Food Bank of Contra Costa and Solano,Concord,Canned green beans,canned,129,cans,2026-02-25,730,2028-02-25,714,60,balanced
Alameda County Community Food Bank,Oakland,Canned tomatoes,canned,187,cans,2026-02-17,730,2028-02-17,706,84,balanced
Los Angeles Regional Food Bank,Los Angeles,Canned tuna,canned,340,cans,2026-03-02,730,2028-03-01,719,93,surplus
Feeding San Diego,San Diego,Brown rice,dry,145,bags,2026-03-04,365,2027-03-04,356,113,balanced
Alameda County Community Food Bank,Oakland,Frozen vegetables mix,protein,116,bags,2026-02-17,365,2027-02-17,341,78,balanced
Second Harvest Food Bank of Orange County,Irvine,Cheese blocks,dairy,72,blocks,2026-02-25,30,2026-03-27,14,118,shortage
Second Harvest Food Bank of Orange County,Irvine,Canned salmon,canned,392,cans,2026-03-10,730,2028-03-09,727,72,surplus
Alameda County Community Food Bank,Oakland,Pasta,dry,190,boxes,2026-03-05,730,2028-03-04,722,94,balanced
Los Angeles Regional Food Bank,Los Angeles,Brown rice,dry,129,bags,2026-03-04,365,2027-03-04,356,31,surplus
Central California Food Bank,Fresno,Sugar,dry,238,bags,2026-03-10,730,2028-03-09,727,63,surplus
Feeding San Diego,San Diego,Canned soup,canned,381,cans,2026-03-10,540,2027-09-01,537,108,surplus
Alameda County Community Food Bank,Oakland,Pasta,dry,247,boxes,2026-02-23,730,2028-02-23,712,103,balanced
Second Harvest Food Bank of Orange County,Irvine,Bell peppers,produce,59,lbs,2026-02-27,10,2026-03-09,-4,96,shortage
Central California Food Bank,Fresno,Onions,produce,82,lbs,2026-03-07,30,2026-04-06,24,77,balanced
Feeding San Diego,San Diego,Canned peas,canned,258,cans,2026-03-13,730,2028-03-12,730,94,balanced
Alameda County Community Food Bank,Oakland,Oatmeal,dry,317,boxes,2026-03-01,365,2027-03-01,353,97,surplus
Los Angeles Regional Food Bank,Los Angeles,Frozen vegetables mix,protein,150,bags,2026-03-05,365,2027-03-05,357,54,balanced
Feeding San Diego,San Diego,Canned carrots,canned,347,cans,2026-03-11,730,2028-03-10,728,45,surplus
Alameda County Community Food Bank,Oakland,Canned tomatoes,canned,96,cans,2026-02-17,730,2028-02-17,706,69,balanced
Yolo Food Bank,Woodland,Ground turkey frozen,protein,177,packs,2026-02-17,180,2026-08-16,156,118,balanced
Second Harvest Food Bank of Orange County,Irvine,Cereal,dry,291,boxes,2026-02-28,180,2026-08-27,167,40,surplus
Central California Food Bank,Fresno,Almond butter,dry,338,jars,2026-02-25,365,2027-02-25,349,42,surplus
Food Bank of Contra Costa and Solano,Concord,Carrots fresh,produce,178,lbs,2026-02-22,21,2026-03-15,2,120,balanced
